131870,93034
131870,84618
131870,56953
131870,51251
131870,4907
131870,30833
131870,22978
131870,115024
131870,100526794
131870,3251
131870,3615
131870,3614
131870,956
131870,953
131870,377841
131870,159
131870,122622
131870,272
131870,271
131870,270
131870,3704
131870,8382
131870,654364
131870,4833
131870,4832
131870,4831
131870,4830
131870,29922
131870,10201
131870,471
5236,56985
5236,53343
5236,11164
5236,5634
5236,5631
5236,221823
5236,55276
4882,4881
4882,3000
4882,2986
4882,2984
4882,2983
4882,2982
4882,2977
4882,8654
4882,5158
4882,5152
4882,5149
4882,5148
4882,5147
4882,5146
4882,5145
4882,318
4882,8622
4882,5153
4882,5151
4882,5150
4882,5144
4882,5143
4882,5142
4882,5141
4882,5140
4882,5139
4882,5138
4882,5137
4882,5136
4882,50940
4882,27115
4882,10846
4882,9533
4882,84265
4882,84172
4882,661
4882,64425
4882,55718
4882,55703
4882,548644
4882,5441
4882,5440
4882,5439
4882,5438
4882,5437
4882,5436
4882,5435
4882,5434
4882,5433
4882,5432
4882,5431
4882,5430
4882,51728
4882,51082
4882,30834
4882,25885
4882,246721
4882,221830
4882,171568
4882,11128
4882,10623
4882,10622
4882,10621
4882,101060521
4882,5315
4882,5313
4882,956
4882,953
4882,377841
4882,3704
4882,8382
4882,654364
4882,4833
4882,4832
4882,4831
4882,4830
4882,29922
4882,10201
4881,3000
4881,2986
4881,2984
4881,2983
4881,2982
4881,2977
4881,8654
4881,5158
4881,5152
4881,5149
4881,5148
4881,5147
4881,5146
4881,5145
4881,318
4881,8622
4881,5153
4881,5151
4881,5150
4881,5144
4881,5143
4881,5142
4881,5141
4881,5140
4881,5139
4881,5138
4881,5137
4881,5136
4881,50940
4881,27115
4881,10846
4881,9533
4881,84265
4881,84172
4881,661
4881,64425
4881,55718
4881,55703
4881,548644
4881,5441
4881,5440
4881,5439
4881,5438
4881,5437
4881,5436
4881,5435
4881,5434
4881,5433
4881,5432
4881,5431
4881,5430
4881,51728
4881,51082
4881,30834
4881,25885
4881,246721
4881,221830
4881,171568
4881,11128
4881,10623
4881,10622
4881,10621
4881,101060521
4881,5315
4881,5313
4881,956
4881,953
4881,377841
4881,3704
4881,8382
4881,654364
4881,4833
4881,4832
4881,4831
4881,4830
4881,29922
4881,10201
3000,2986
3000,2984
3000,2983
3000,2982
3000,2977
3000,8654
3000,5158
3000,5152
3000,5149
3000,5148
3000,5147
3000,5146
3000,5145
3000,318
3000,8622
3000,5153
3000,5151
3000,5150
3000,5144
3000,5143
3000,5142
3000,5141
3000,5140
3000,5139
3000,5138
3000,5137
3000,5136
3000,50940
3000,27115
3000,10846
3000,9533
3000,84265
3000,84172
3000,661
3000,64425
3000,55718
3000,55703
3000,548644
3000,5441
3000,5440
3000,5439
3000,5438
3000,5437
3000,5436
3000,5435
3000,5434
3000,5433
3000,5432
3000,5431
3000,5430
3000,51728
3000,51082
3000,30834
3000,25885
3000,246721
3000,221830
